medium,source_document,location_or_well,analyte,value_type,value,unit,date_or_event,depth_ft,is_background,n_samples,regulatory_limit,limit_type,exceedance_ratio,source_citation,status,notes
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,total_suspended_solids,max_detected_per_location_all_dates,5.3,mg/L,3/10/2023,,TRUE,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,vanadium,min_detected_per_location_all_dates,13.0,ug/L,3/10/2023,,TRUE,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,vanadium,max_detected_per_location_all_dates,13.0,ug/L,3/10/2023,,TRUE,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,alkalinity_bicarbonate,min_detected_per_location_all_dates,12.0,mg/L,10/28/2016,,,13,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,alkalinity_bicarbonate,max_detected_per_location_all_dates,93.0,mg/L,3/24/2017,,,13,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,alkalinity_total,min_detected_per_location_all_dates,12.0,mg/L,10/28/2016,,,13,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,alkalinity_total,max_detected_per_location_all_dates,93.0,mg/L,3/24/2017,,,13,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,antimony,min_detected_per_location_all_dates,0.53,ug/L,2/28/2014,,,16,6.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,antimony,max_detected_per_location_all_dates,2.4,ug/L,3/24/2017,,,16,6.0,primary MCL,0.4,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,arsenic,min_detected_per_location_all_dates,1.0,ug/L,2/6/2014,,,16,10.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=9
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,arsenic,max_detected_per_location_all_dates,1.6,ug/L,3/17/2020,,,16,10.0,primary MCL,0.16,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=9
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,barium,min_detected_per_location_all_dates,7.8,ug/L,10/28/2016,,,16,1000.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,barium,max_detected_per_location_all_dates,1600.0,ug/L,3/17/2020,,,16,1000.0,primary MCL,1.6,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,cadmium,min_detected_per_location_all_dates,0.68,ug/L,3/17/2020,,,16,5.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=15
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,cadmium,max_detected_per_location_all_dates,0.68,ug/L,3/17/2020,,,16,5.0,primary MCL,0.136,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=15
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,calcium,min_detected_per_location_all_dates,1.7,mg/L,10/28/2016,,,13,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,calcium,max_detected_per_location_all_dates,35.0,mg/L,3/24/2017,,,13,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,chloride,min_detected_per_location_all_dates,0.35,mg/L,10/28/2016,,,13,250.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,chloride,max_detected_per_location_all_dates,6.3,mg/L,12/11/2015,,,13,250.0,secondary MCL,0.025,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,chromium,min_detected_per_location_all_dates,0.52,ug/L,1/6/2016,,,16,50.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,chromium,max_detected_per_location_all_dates,5.6,ug/L,12/4/2019,,,16,50.0,primary MCL,0.112,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,cobalt,min_detected_per_location_all_dates,0.38,ug/L,3/22/2018,,,16,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=9
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,cobalt,max_detected_per_location_all_dates,1.2,ug/L,12/4/2019,,,16,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=9
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,copper,min_detected_per_location_all_dates,2.2,ug/L,12/12/2014,,,16,1300.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,copper,max_detected_per_location_all_dates,23.0,ug/L,1/30/2014,,,16,1300.0,primary MCL,0.018,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,lead,min_detected_per_location_all_dates,0.14,ug/L,3/24/2017,,,16,15.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=12
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,lead,max_detected_per_location_all_dates,5.8,ug/L,3/17/2020,,,16,15.0,primary MCL,0.387,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=12
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,magnesium,min_detected_per_location_all_dates,0.2,mg/L,10/28/2016,,,13,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,magnesium,max_detected_per_location_all_dates,3.5,mg/L,12/15/2016,,,13,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,manganese,min_detected_per_location_all_dates,14.0,ug/L,12/15/2016,,,14,50.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=8; reporting limit for non-detects exceeds the limit -- compliance not assessable for those events
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,manganese,max_detected_per_location_all_dates,73.0,ug/L,1/30/2014,,,14,50.0,secondary MCL,1.46,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=8; reporting limit for non-detects exceeds the limit -- compliance not assessable for those events
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,mercury,min_detected_per_location_all_dates,0.27,ug/L,3/17/2020,,,16,2.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=15
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,mercury,max_detected_per_location_all_dates,0.27,ug/L,3/17/2020,,,16,2.0,primary MCL,0.135,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=15
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,molybdenum,min_detected_per_location_all_dates,0.68,ug/L,12/12/2014,,,16,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,molybdenum,max_detected_per_location_all_dates,7.4,ug/L,12/15/2016,,,16,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,nickel,min_detected_per_location_all_dates,1.2,ug/L,1/6/2016,,,16,100.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,nickel,max_detected_per_location_all_dates,5.8,ug/L,1/30/2014,,,16,100.0,primary MCL,0.058,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,nitrate_as_n,min_detected_per_location_all_dates,0.19,mg/L,3/22/2018,,,15,10.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=2
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,nitrate_as_n,max_detected_per_location_all_dates,4.7,mg/L,1/30/2014,,,15,10.0,primary MCL,0.47,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=2
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,potassium,min_detected_per_location_all_dates,0.5,mg/L,10/28/2016,,,13,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,potassium,max_detected_per_location_all_dates,5.6,mg/L,3/22/2018,,,13,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,sodium,min_detected_per_location_all_dates,0.5,mg/L,10/28/2016,,,13,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,sodium,max_detected_per_location_all_dates,10.0,mg/L,12/15/2016,,,13,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,strontium,min_detected_per_location_all_dates,12.0,ug/L,10/28/2016,,,16,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,strontium,max_detected_per_location_all_dates,210.0,ug/L,2/6/2014,,,16,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,sulfate,min_detected_per_location_all_dates,1.1,mg/L,10/28/2016,,,14,250.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,sulfate,max_detected_per_location_all_dates,25.0,mg/L,2/6/2014,,,14,250.0,secondary MCL,0.1,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,sulfide,min_detected_per_location_all_dates,0.024,mg/L,3/5/2016,,,16,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=12
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,sulfide,max_detected_per_location_all_dates,0.1,mg/L,12/15/2016,,,16,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=12
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,total_dissolved_solids,min_detected_per_location_all_dates,37.0,mg/L,10/28/2016,,,13,500.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,total_dissolved_solids,max_detected_per_location_all_dates,180.0,mg/L,2/6/2014,,,13,500.0,secondary MCL,0.36,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,total_suspended_solids,min_detected_per_location_all_dates,20.0,mg/L,12/12/2014,,,16,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=2
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,total_suspended_solids,max_detected_per_location_all_dates,1100.0,mg/L,12/15/2016,,,16,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=2
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,vanadium,min_detected_per_location_all_dates,1.2,ug/L,12/12/2014,,,16,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=2
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,vanadium,max_detected_per_location_all_dates,9.5,ug/L,3/17/2020,,,16,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=2
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,zinc,min_detected_per_location_all_dates,9.1,ug/L,3/24/2017,,,16,5000.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=5
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL1,zinc,max_detected_per_location_all_dates,110.0,ug/L,3/17/2020,,,16,5000.0,secondary MCL,0.022,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=5
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL2,alkalinity_bicarbonate,min_detected_per_location_all_dates,13.0,mg/L,10/28/2016,,,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL2,alkalinity_bicarbonate,max_detected_per_location_all_dates,170.0,mg/L,12/12/2014,,,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL2,alkalinity_total,min_detected_per_location_all_dates,13.0,mg/L,10/28/2016,,,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),PL2,alkalinity_total,max_detected_per_location_all_dates,170.0,mg/L,12/12/2014,,,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
